
Quadro extraído em 26 de Fevereiro de 2025 (23:50:58)
http://www.ine.pt



Local de residência à data dos Censos [2021] (NUTS - 2024);Grupo etário;Sexo;Período de referência dos dados;População residente (N.º) por Local de residência à data dos Censos [2021] (NUTS - 2024), Sexo, Grupo etário e Nível de escolaridade mais elevado completo -  Decenal;;;;;;;;;;;;;;
;;;;Nível de escolaridade mais elevado completo;;;;;;;;;;;;;;
;;;;Total;Nenhum;Ensino básico;1.º ciclo;2.º ciclo;3.º ciclo;Ensino secundário;Ensino pós-secundário;Ensino superior;Curso técnico superior profissional;Bacharelato;Licenciatura;Mestrado;Doutoramento;
;;;;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;
110726: União das freguesias de Moscavide e Portela;Total;H;2021;9637;1050;3251;1121;693;1437;2256;121;2959;22;224;1989;627;97;
;;M;2021;11285;1135;3964;1866;655;1443;2225;65;3896;5;367;2648;771;105;
;Menos de 15 anos;H;2021;1328;840;488;207;256;25;0;0;0;0;0;0;0;0;
;;M;2021;1110;690;420;175;206;39;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;455;0;297;5;43;249;157;1;0;0;0;0;0;0;
;;M;2021;415;0;272;0;26;246;143;0;0;0;0;0;0;0;
;20 - 24 anos;H;2021;492;8;61;0;8;53;300;11;112;4;0;89;19;0;
;;M;2021;472;3;29;1;3;25;245;7;188;2;0;159;27;0;
;25 - 29 anos;H;2021;617;20;77;2;12;63;209;12;299;7;0;166;125;1;
;;M;2021;624;17;50;4;7;39;175;12;370;2;0;208;157;3;
;30 - 34 anos;H;2021;617;23;89;6;9;74;202;28;275;2;3;151;115;4;
;;M;2021;599;22;53;2;2;49;144;10;370;1;1;190;175;3;
;35 - 39 anos;H;2021;681;17;111;3;20;88;207;20;326;7;17;176;113;13;
;;M;2021;674;19;83;4;13;66;151;7;414;0;23;252;128;11;
;40 - 44 anos;H;2021;733;20;120;9;22;89;192;19;382;2;24;265;74;17;
;;M;2021;737;14;89;8;21;60;162;10;462;0;29;326;87;20;
;45 - 49 anos;H;2021;659;10;134;10;36;88;217;18;280;0;18;208;46;8;
;;M;2021;764;16;115;25;21;69;198;14;421;0;27;322;51;21;
;50 - 54 anos;H;2021;556;6;166;18;61;87;147;9;228;0;23;160;39;6;
;;M;2021;611;10;121;30;34;57;173;4;303;0;34;229;33;7;
;55 - 59 anos;H;2021;474;9;166;30;42;94;129;3;167;0;13;118;27;9;
;;M;2021;641;23;187;47;39;101;178;1;252;0;26;189;31;6;
;60 - 64 anos;H;2021;434;11;153;50;42;61;136;0;134;0;17;87;18;12;
;;M;2021;659;21;237;95;58;84;162;0;239;0;38;174;24;3;
;65 - 69 anos;H;2021;504;11;207;117;23;67;109;0;177;0;27;129;11;10;
;;M;2021;793;23;343;168;59;116;163;0;264;0;49;186;19;10;
;70 - 74 anos;H;2021;650;15;307;162;35;110;96;0;232;0;22;181;20;9;
;;M;2021;1062;37;553;305;49;199;155;0;317;0;64;215;24;14;
;75 ou mais anos;H;2021;1437;60;875;502;84;289;155;0;347;0;60;259;20;8;
;;M;2021;2124;240;1412;1002;117;293;176;0;296;0;76;198;15;7;
110727: União das freguesias de Sacavém e Prior Velho;Total;H;2021;11514;1439;4980;1700;1168;2112;2830;163;2102;31;162;1395;468;46;
;;M;2021;13158;1733;5361;2385;1139;1837;2959;111;2994;12;185;2152;588;57;
;Menos de 15 anos;H;2021;1907;1174;733;291;397;45;0;0;0;0;0;0;0;0;
;;M;2021;1784;1121;663;263;346;54;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;720;7;523;0;91;432;188;1;1;1;0;0;0;0;
;;M;2021;686;7;438;4;60;374;241;0;0;0;0;0;0;0;
;20 - 24 anos;H;2021;737;15;174;5;25;144;403;9;136;8;0;112;16;0;
;;M;2021;746;16;121;3;25;93;423;8;178;1;0;149;28;0;
;25 - 29 anos;H;2021;743;13;154;6;31;117;311;28;237;8;0;135;92;2;
;;M;2021;738;16;127;3;35;89;277;16;302;5;0;183;112;2;
;30 - 34 anos;H;2021;724;17;147;7;34;106;271;23;266;7;2;157;97;3;
;;M;2021;872;16;155;14;37;104;276;23;402;1;3;253;139;6;
;35 - 39 anos;H;2021;778;18;197;13;38;146;275;23;265;7;19;157;75;7;
;;M;2021;880;19;162;19;40;103;253;14;432;2;13;297;109;11;
;40 - 44 anos;H;2021;869;21;229;28;54;147;272;36;311;0;23;233;49;6;
;;M;2021;1003;29;205;26;59;120;277;14;478;3;18;376;75;6;
;45 - 49 anos;H;2021;984;20;326;41;80;205;308;22;308;0;35;219;45;9;
;;M;2021;1153;27;306;59;77;170;331;23;466;0;33;375;51;7;
;50 - 54 anos;H;2021;848;22;350;73;96;181;259;20;197;0;18;125;45;9;
;;M;2021;948;36;330;96;103;131;277;11;294;0;37;213;33;11;
;55 - 59 anos;H;2021;676;21;326;99;93;134;194;1;134;0;21;85;23;5;
;;M;2021;815;55;366;127;89;150;223;2;169;0;20;121;20;8;
;60 - 64 anos;H;2021;559;27;303;120;73;110;135;0;94;0;11;67;14;2;
;;M;2021;710;40;367;147;90;130;195;0;108;0;7;87;11;3;
;65 - 69 anos;H;2021;507;23;322;187;48;87;98;0;64;0;11;48;4;1;
;;M;2021;645;46;447;278;60;109;88;0;64;0;11;45;6;2;
;70 - 74 anos;H;2021;499;14;384;231;50;103;57;0;44;0;9;28;7;0;
;;M;2021;723;30;591;436;50;105;54;0;48;0;10;35;2;1;
;75 ou mais anos;H;2021;963;47;812;599;58;155;59;0;45;0;13;29;1;2;
;;M;2021;1455;275;1083;910;68;105;44;0;53;0;33;18;2;0;
110728: União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela;Total;H;2021;21203;2465;10717;4340;2357;4020;5006;308;2707;47;211;1851;530;68;
;;M;2021;23250;2950;10638;5214;2013;3411;5173;244;4245;16;242;3106;810;71;
;Menos de 15 anos;H;2021;3217;2001;1216;522;617;77;0;0;0;0;0;0;0;0;
;;M;2021;2948;1808;1140;483;563;94;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;1170;10;782;11;97;674;378;0;0;0;0;0;0;0;
;;M;2021;1129;4;693;7;86;600;431;1;0;0;0;0;0;0;
;20 - 24 anos;H;2021;1131;13;228;9;23;196;640;33;217;8;0;173;36;0;
;;M;2021;1113;13;143;8;13;122;611;18;328;6;0;269;53;0;
;25 - 29 anos;H;2021;1085;22;236;6;46;184;456;51;320;9;0;205;105;1;
;;M;2021;1137;20;146;5;16;125;426;44;501;2;0;331;166;2;
;30 - 34 anos;H;2021;1175;21;281;12;46;223;459;51;363;16;6;210;124;7;
;;M;2021;1226;23;214;12;41;161;387;33;569;1;1;351;207;9;
;35 - 39 anos;H;2021;1361;12;396;19;75;302;489;62;402;11;18;259;105;9;
;;M;2021;1532;31;310;12;65;233;478;40;673;2;28;473;160;10;
;40 - 44 anos;H;2021;1689;25;536;36;117;383;615;44;469;3;39;358;55;14;
;;M;2021;1811;38;341;23;61;257;626;43;763;5;37;610;96;15;
;45 - 49 anos;H;2021;1669;21;667;68;197;402;601;35;345;0;30;256;47;12;
;;M;2021;1880;43;525;61;150;314;660;36;616;0;50;484;65;17;
;50 - 54 anos;H;2021;1412;22;743;111;273;359;409;26;212;0;34;143;28;7;
;;M;2021;1523;38;646;120;213;313;495;27;317;0;37;239;33;8;
;55 - 59 anos;H;2021;1254;27;786;214;249;323;327;6;108;0;19;75;8;6;
;;M;2021;1488;44;826;249;221;356;437;2;179;0;23;134;17;5;
;60 - 64 anos;H;2021;1251;29;865;355;227;283;271;0;86;0;12;61;10;3;
;;M;2021;1539;65;1039;483;244;312;310;0;125;0;18;99;6;2;
;65 - 69 anos;H;2021;1300;42;985;651;149;185;191;0;82;0;18;58;5;1;
;;M;2021;1647;82;1290;888;140;262;189;0;86;0;15;69;2;0;
;70 - 74 anos;H;2021;1336;59;1122;791;115;216;89;0;66;0;19;36;5;6;
;;M;2021;1527;91;1319;1057;106;156;77;0;40;0;14;22;3;1;
;75 ou mais anos;H;2021;2153;161;1874;1535;126;213;81;0;37;0;16;17;2;2;
;;M;2021;2750;650;2006;1806;94;106;46;0;48;0;19;25;2;2;
110729: União das freguesias de Santo Antão e São Julião do Tojal;Total;H;2021;4158;555;2205;896;561;748;841;52;505;5;30;365;92;13;
;;M;2021;4447;697;2155;1062;433;660;839;42;714;4;55;511;130;14;
;Menos de 15 anos;H;2021;649;424;225;100;109;16;0;0;0;0;0;0;0;0;
;;M;2021;623;386;237;95;130;12;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;235;1;169;2;47;120;65;0;0;0;0;0;0;0;
;;M;2021;212;3;139;1;28;110;69;0;1;1;0;0;0;0;
;20 - 24 anos;H;2021;233;4;72;2;18;52;108;8;41;2;0;34;5;0;
;;M;2021;203;2;43;2;9;32;110;2;46;2;0;37;7;0;
;25 - 29 anos;H;2021;211;1;85;5;22;58;81;7;37;0;0;26;11;0;
;;M;2021;237;6;65;2;12;51;82;6;78;0;0;50;28;0;
;30 - 34 anos;H;2021;224;5;79;5;21;53;80;3;57;2;0;36;17;2;
;;M;2021;232;3;56;6;7;43;73;5;95;0;2;59;31;3;
;35 - 39 anos;H;2021;285;2;96;10;23;63;96;13;78;1;2;51;20;4;
;;M;2021;277;6;66;5;14;47;88;14;103;1;1;79;21;1;
;40 - 44 anos;H;2021;291;2;102;14;28;60;91;14;82;0;5;63;10;4;
;;M;2021;311;8;76;11;25;40;94;9;124;0;7;99;16;2;
;45 - 49 anos;H;2021;327;6;154;25;52;77;88;5;74;0;8;57;9;0;
;;M;2021;316;4;117;26;31;60;88;3;104;0;13;75;12;4;
;50 - 54 anos;H;2021;302;6;173;57;56;60;67;2;54;0;4;38;11;1;
;;M;2021;328;17;154;49;39;66;83;3;71;0;7;53;10;1;
;55 - 59 anos;H;2021;257;8;172;72;49;51;53;0;24;0;2;18;3;1;
;;M;2021;272;18;165;66;38;61;64;0;25;0;8;14;3;0;
;60 - 64 anos;H;2021;294;23;205;94;63;48;44;0;22;0;3;16;3;0;
;;M;2021;281;25;186;111;35;40;40;0;30;0;7;19;2;2;
;65 - 69 anos;H;2021;234;16;170;121;17;32;36;0;12;0;1;9;1;1;
;;M;2021;257;24;203;149;21;33;21;0;9;0;1;7;0;1;
;70 - 74 anos;H;2021;223;16;183;137;18;28;16;0;8;0;2;6;0;0;
;;M;2021;252;26;204;165;12;27;11;0;11;0;4;7;0;0;
;75 ou mais anos;H;2021;393;41;320;252;38;30;16;0;16;0;3;11;2;0;
;;M;2021;646;169;444;374;32;38;16;0;17;0;5;12;0;0;
110730: União das freguesias de Santo António dos Cavaleiros e Frielas;Total;H;2021;13413;1675;5645;1556;1422;2667;3732;222;2139;36;167;1479;403;54;
;;M;2021;15109;1985;5782;2101;1299;2382;3819;184;3339;18;241;2427;595;58;
;Menos de 15 anos;H;2021;2284;1406;878;356;461;61;0;0;0;0;0;0;0;0;
;;M;2021;2155;1352;803;356;393;54;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;877;4;570;2;93;475;301;1;1;1;0;0;0;0;
;;M;2021;813;5;530;5;89;436;278;0;0;0;0;0;0;0;
;20 - 24 anos;H;2021;886;12;176;5;24;147;532;22;144;4;0;123;17;0;
;;M;2021;889;14;110;8;9;93;496;19;250;6;0;217;27;0;
;25 - 29 anos;H;2021;925;12;190;6;19;165;379;41;303;10;0;194;97;2;
;;M;2021;922;25;120;8;20;92;334;27;416;2;0;282;130;2;
;30 - 34 anos;H;2021;913;12;200;9;38;153;386;30;285;12;2;175;93;3;
;;M;2021;980;24;167;9;25;133;322;30;437;6;3;281;145;2;
;35 - 39 anos;H;2021;1000;16;274;9;42;223;389;41;280;9;12;188;67;4;
;;M;2021;1051;30;187;16;33;138;382;30;422;3;20;309;79;11;
;40 - 44 anos;H;2021;1068;11;335;23;107;205;395;40;287;0;24;212;45;6;
;;M;2021;1262;31;308;47;68;193;406;26;491;1;17;397;62;14;
;45 - 49 anos;H;2021;1001;18;391;62;112;217;354;23;215;0;19;174;16;6;
;;M;2021;1237;33;379;57;119;203;382;29;414;0;34;315;57;8;
;50 - 54 anos;H;2021;905;18;435;73;142;220;262;20;170;0;22;117;22;9;
;;M;2021;1088;38;464;114;131;219;332;22;232;0;27;170;29;6;
;55 - 59 anos;H;2021;850;18;440;118;135;187;266;4;122;0;15;88;14;5;
;;M;2021;1010;39;467;161;117;189;293;1;210;0;26;157;24;3;
;60 - 64 anos;H;2021;732;23;395;135;82;178;206;0;108;0;17;76;12;3;
;;M;2021;954;51;467;203;96;168;258;0;178;0;27;129;19;3;
;65 - 69 anos;H;2021;649;37;396;202;53;141;125;0;91;0;26;50;11;4;
;;M;2021;861;64;486;243;80;163;182;0;129;0;23;84;16;6;
;70 - 74 anos;H;2021;500;33;352;180;46;126;60;0;55;0;14;31;3;7;
;;M;2021;652;56;446;261;57;128;71;0;79;0;29;45;4;1;
;75 ou mais anos;H;2021;823;55;613;376;68;169;77;0;78;0;16;51;6;5;
;;M;2021;1235;223;848;613;62;173;83;0;81;0;35;41;3;2;
1109: Mafra;Total;H;2021;41916;5492;19387;6744;5066;7577;9620;707;6710;85;621;4442;1391;171;
;;M;2021;44599;5901;18432;7942;4210;6280;9767;458;10041;42;676;7144;1981;198;
;Menos de 15 anos;H;2021;7228;4471;2757;1170;1402;185;0;0;0;0;0;0;0;0;
;;M;2021;6949;4158;2791;1164;1418;209;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;2659;10;1849;5;243;1601;796;3;1;1;0;0;0;0;
;;M;2021;2577;13;1674;4;191;1479;887;2;1;1;0;0;0;0;
;20 - 24 anos;H;2021;2338;20;499;6;63;430;1330;63;426;32;0;333;61;0;
;;M;2021;2220;21;221;2;24;195;1218;40;720;19;0;570;129;2;
;25 - 29 anos;H;2021;2002;37;461;10;75;376;820;91;593;15;0;341;231;6;
;;M;2021;1982;39;245;6;39;200;723;67;908;11;0;553;335;9;
;30 - 34 anos;H;2021;2217;37;639;31;120;488;822;109;610;12;12;338;236;12;
;;M;2021;2324;44;369;11;70;288;743;78;1090;5;15;653;404;13;
;35 - 39 anos;H;2021;2839;44;920;55;214;651;900;126;849;20;59;547;207;16;
;;M;2021;3286;48;598;21;97;480;999;86;1555;4;66;1073;372;40;
;40 - 44 anos;H;2021;3675;40;1258;106;343;809;1193;127;1057;5;82;789;162;19;
;;M;2021;4093;69;837;53;237;547;1310;75;1802;2;79;1410;278;33;
;45 - 49 anos;H;2021;3937;52;1524;189;598;737;1193;119;1049;0;130;719;174;26;
;;M;2021;4153;65;1184;180;396;608;1225;66;1613;0;152;1219;209;33;
;50 - 54 anos;H;2021;3290;59;1632;347;635;650;877;58;664;0;96;449;104;15;
;;M;2021;3167;66;1291;368;426;497;919;41;850;0;92;635;101;22;
;55 - 59 anos;H;2021;2720;61;1559;515;527;517;647;11;442;0;60;279;83;20;
;;M;2021;2841;83;1488;563;424;501;688;2;580;0;68;421;75;16;
;60 - 64 anos;H;2021;2247;93;1416;672;394;350;427;0;311;0;47;193;53;18;
;;M;2021;2396;82;1515;743;363;409;465;1;333;0;50;230;42;11;
;65 - 69 anos;H;2021;1956;97;1288;885;169;234;295;0;276;0;56;166;41;13;
;;M;2021;2213;102;1558;1070;187;301;300;0;253;0;55;171;17;10;
;70 - 74 anos;H;2021;1738;81;1311;945;115;251;145;0;201;0;39;133;21;8;
;;M;2021;2077;142;1618;1204;134;280;152;0;165;0;49;96;15;5;
;75 ou mais anos;H;2021;3070;390;2274;1808;168;298;175;0;231;0;40;155;18;18;
;;M;2021;4321;969;3043;2553;204;286;138;0;171;0;50;113;4;4;
110902: Carvoeira;Total;H;2021;1417;178;620;222;152;246;327;31;261;0;32;163;58;8;
;;M;2021;1431;200;493;210;110;173;331;17;390;1;35;273;73;8;
;Menos de 15 anos;H;2021;247;139;108;41;57;10;0;0;0;0;0;0;0;0;
;;M;2021;226;143;83;31;47;5;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;70;0;43;0;3;40;27;0;0;0;0;0;0;0;
;;M;2021;78;1;47;0;4;43;30;0;0;0;0;0;0;0;
;20 - 24 anos;H;2021;72;0;15;0;1;14;40;3;14;0;0;12;2;0;
;;M;2021;60;0;8;0;1;7;29;1;22;1;0;17;4;0;
;25 - 29 anos;H;2021;50;1;12;0;1;11;20;2;15;0;0;9;5;1;
;;M;2021;63;1;7;1;1;5;23;2;30;0;0;19;11;0;
;30 - 34 anos;H;2021;69;2;22;3;7;12;22;4;19;0;0;10;7;2;
;;M;2021;54;0;9;0;1;8;17;3;25;0;0;19;6;0;
;35 - 39 anos;H;2021;86;1;28;0;9;19;23;7;27;0;3;15;8;1;
;;M;2021;107;2;12;0;2;10;30;3;60;0;2;37;20;1;
;40 - 44 anos;H;2021;135;2;33;3;3;27;57;2;41;0;4;30;6;1;
;;M;2021;155;4;21;1;3;17;49;4;77;0;3;60;13;1;
;45 - 49 anos;H;2021;158;5;46;5;15;26;41;9;57;0;5;35;15;2;
;;M;2021;138;0;23;0;9;14;49;2;64;0;5;46;9;4;
;50 - 54 anos;H;2021;120;2;45;6;14;25;35;3;35;0;8;23;4;0;
;;M;2021;117;2;35;6;14;15;34;2;44;0;4;35;3;2;
;55 - 59 anos;H;2021;91;3;47;12;16;19;23;1;17;0;2;9;5;1;
;;M;2021;94;0;40;16;10;14;25;0;29;0;6;21;2;0;
;60 - 64 anos;H;2021;85;2;50;18;14;18;16;0;17;0;3;10;4;0;
;;M;2021;84;3;47;23;9;15;20;0;14;0;3;7;4;0;
;65 - 69 anos;H;2021;59;6;37;28;3;6;9;0;7;0;2;4;1;0;
;;M;2021;55;4;29;21;2;6;15;0;7;0;4;3;0;0;
;70 - 74 anos;H;2021;58;2;46;31;4;11;4;0;6;0;3;3;0;0;
;;M;2021;70;3;52;40;4;8;6;0;9;0;2;6;1;0;
;75 ou mais anos;H;2021;117;13;88;75;5;8;10;0;6;0;2;3;1;0;
;;M;2021;130;37;80;71;3;6;4;0;9;0;6;3;0;0;
110904: Encarnação;Total;H;2021;2407;313;1362;537;357;468;481;35;216;6;11;161;34;4;
;;M;2021;2511;340;1292;593;293;406;503;21;355;2;24;270;56;3;
;Menos de 15 anos;H;2021;365;221;144;55;78;11;0;0;0;0;0;0;0;0;
;;M;2021;345;201;144;51;81;12;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;154;0;111;0;14;97;43;0;0;0;0;0;0;0;
;;M;2021;150;1;94;0;15;79;55;0;0;0;0;0;0;0;
;20 - 24 anos;H;2021;150;1;35;0;5;30;85;5;24;1;0;20;3;0;
;;M;2021;124;0;23;0;0;23;64;1;36;2;0;25;9;0;
;25 - 29 anos;H;2021;140;5;38;0;4;34;57;7;33;1;0;23;9;0;
;;M;2021;119;2;23;0;3;20;52;4;38;0;0;25;13;0;
;30 - 34 anos;H;2021;118;2;46;4;9;33;50;7;13;1;0;8;3;1;
;;M;2021;116;2;28;0;4;24;44;4;38;0;0;30;8;0;
;35 - 39 anos;H;2021;129;3;58;2;14;42;36;5;27;2;2;17;6;0;
;;M;2021;171;1;54;3;4;47;55;3;58;0;5;43;10;0;
;40 - 44 anos;H;2021;175;1;88;6;33;49;52;4;30;1;1;26;2;0;
;;M;2021;201;3;68;8;18;42;79;3;48;0;1;42;5;0;
;45 - 49 anos;H;2021;193;3;110;18;48;44;45;4;31;0;4;25;2;0;
;;M;2021;208;2;100;18;32;50;50;4;52;0;7;40;5;0;
;50 - 54 anos;H;2021;192;7;117;30;48;39;49;3;16;0;2;11;2;1;
;;M;2021;173;4;99;36;37;26;43;2;25;0;4;18;3;0;
;55 - 59 anos;H;2021;166;2;126;42;46;38;27;0;11;0;0;9;2;0;
;;M;2021;180;3;128;50;42;36;19;0;30;0;1;27;0;2;
;60 - 64 anos;H;2021;142;1;121;62;36;23;11;0;9;0;1;6;1;1;
;;M;2021;133;3;98;63;20;15;26;0;6;0;0;5;0;1;
;65 - 69 anos;H;2021;127;11;102;85;10;7;10;0;4;0;0;1;2;1;
;;M;2021;154;11;122;92;17;13;9;0;12;0;2;8;2;0;
;70 - 74 anos;H;2021;128;9;103;84;10;9;8;0;8;0;1;6;1;0;
;;M;2021;104;11;86;75;5;6;2;0;5;0;3;1;1;0;
;75 ou mais anos;H;2021;228;47;163;149;2;12;8;0;10;0;0;9;1;0;
;;M;2021;333;96;225;197;15;13;5;0;7;0;1;6;0;0;
110906: Ericeira;Total;H;2021;5935;778;2346;764;601;981;1472;105;1234;13;117;795;263;46;
;;M;2021;6424;785;2405;973;560;872;1414;49;1771;9;154;1197;376;35;
;Menos de 15 anos;H;2021;1031;646;385;155;200;30;0;0;0;0;0;0;0;0;
;;M;2021;923;564;359;150;182;27;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;366;0;254;0;40;214;111;1;0;0;0;0;0;0;
;;M;2021;327;2;222;0;22;200;103;0;0;0;0;0;0;0;
;20 - 24 anos;H;2021;281;1;56;1;10;45;169;8;47;3;0;40;4;0;
;;M;2021;305;1;25;0;3;22;171;5;103;3;0;88;12;0;
;25 - 29 anos;H;2021;277;4;57;2;8;47;110;15;91;4;0;55;30;2;
;;M;2021;300;9;34;1;6;27;96;8;153;5;0;86;59;3;
;30 - 34 anos;H;2021;334;6;70;6;10;54;116;13;129;3;4;62;58;2;
;;M;2021;344;11;44;1;10;33;103;7;179;1;6;90;79;3;
;35 - 39 anos;H;2021;399;10;86;5;17;64;133;16;154;3;15;81;48;7;
;;M;2021;480;6;72;4;15;53;119;9;274;0;18;169;80;7;
;40 - 44 anos;H;2021;494;5;122;8;35;79;160;21;186;0;16;138;28;4;
;;M;2021;578;11;102;10;27;65;170;5;290;0;21;214;51;4;
;45 - 49 anos;H;2021;557;9;174;14;55;105;192;18;164;0;19;114;27;4;
;;M;2021;616;5;136;22;44;70;184;10;281;0;29;209;40;3;
;50 - 54 anos;H;2021;442;9;163;27;58;78;156;10;104;0;8;75;17;4;
;;M;2021;427;12;148;36;47;65;125;5;137;0;17;91;25;4;
;55 - 59 anos;H;2021;397;12;177;44;56;77;108;3;97;0;15;61;14;7;
;;M;2021;379;12;156;44;49;63;104;0;107;0;11;83;10;3;
;60 - 64 anos;H;2021;331;10;161;64;48;49;80;0;80;0;14;53;9;4;
;;M;2021;374;13;190;86;41;63;89;0;82;0;12;58;9;3;
;65 - 69 anos;H;2021;291;19;148;87;21;40;59;0;65;0;12;38;12;3;
;;M;2021;376;17;213;117;31;65;73;0;73;0;18;50;5;0;
;70 - 74 anos;H;2021;303;11;204;131;18;55;39;0;49;0;5;33;9;2;
;;M;2021;350;25;240;157;29;54;41;0;44;0;10;28;3;3;
;75 ou mais anos;H;2021;432;36;289;220;25;44;39;0;68;0;9;45;7;7;
;;M;2021;645;97;464;345;54;65;36;0;48;0;12;31;3;2;
110909: Mafra;Total;H;2021;10005;1304;4202;1303;1121;1778;2436;180;1883;19;199;1244;391;30;
;;M;2021;10776;1368;4138;1602;989;1547;2466;119;2685;11;186;1939;497;52;
;Menos de 15 anos;H;2021;1828;1131;697;308;353;36;0;0;0;0;0;0;0;0;
;;M;2021;1748;1048;700;298;355;47;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;673;4;477;1;55;421;190;1;1;1;0;0;0;0;
;;M;2021;667;4;452;1;48;403;210;1;0;0;0;0;0;0;
;20 - 24 anos;H;2021;602;7;114;1;14;99;354;11;116;8;0;91;17;0;
;;M;2021;552;9;51;0;6;45;290;8;194;5;0;156;31;2;
;25 - 29 anos;H;2021;494;4;96;1;18;77;182;27;185;5;0;97;81;2;
;;M;2021;481;10;57;0;7;50;166;12;236;2;0;154;79;1;
;30 - 34 anos;H;2021;528;8;126;7;25;94;214;26;154;0;3;92;57;2;
;;M;2021;544;9;87;3;15;69;171;25;252;2;3;151;93;3;
;35 - 39 anos;H;2021;658;9;187;8;40;139;208;30;224;4;22;149;47;2;
;;M;2021;772;10;122;3;21;98;242;19;379;1;12;267;84;15;
;40 - 44 anos;H;2021;903;11;248;20;63;165;292;40;312;1;29;228;51;3;
;;M;2021;1053;14;180;3;51;126;332;21;506;1;22;397;77;9;
;45 - 49 anos;H;2021;985;9;313;45;107;161;320;31;312;0;48;210;48;6;
;;M;2021;1050;12;234;21;85;128;318;20;466;0;48;352;60;6;
;50 - 54 anos;H;2021;768;11;325;57;116;152;233;11;188;0;26;119;39;4;
;;M;2021;827;24;261;54;88;119;269;13;260;0;24;198;33;5;
;55 - 59 anos;H;2021;636;10;318;88;108;122;181;3;124;0;18;82;22;2;
;;M;2021;676;15;300;96;85;119;206;0;155;0;21;111;21;2;
;60 - 64 anos;H;2021;499;15;282;104;93;85;119;0;83;0;12;51;16;4;
;;M;2021;549;15;325;136;90;99;117;0;92;0;15;61;12;4;
;65 - 69 anos;H;2021;418;15;269;161;44;64;60;0;74;0;17;46;8;3;
;;M;2021;469;13;323;204;50;69;72;0;61;0;12;42;2;5;
;70 - 74 anos;H;2021;352;13;246;158;33;55;38;0;55;0;11;41;2;1;
;;M;2021;474;25;363;237;40;86;39;0;47;0;17;25;5;0;
;75 ou mais anos;H;2021;661;57;504;344;52;108;45;0;55;0;13;38;3;1;
;;M;2021;914;160;683;546;48;89;34;0;37;0;12;25;0;0;
110911: Milharado;Total;H;2021;3785;532;1931;686;503;742;789;63;470;6;40;289;120;15;
;;M;2021;3860;507;1713;761;380;572;806;47;787;4;36;576;158;13;
;Menos de 15 anos;H;2021;711;445;266;122;124;20;0;0;0;0;0;0;0;0;
;;M;2021;645;385;260;108;134;18;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;292;1;199;1;22;176;92;0;0;0;0;0;0;0;
;;M;2021;259;0;176;0;16;160;82;1;0;0;0;0;0;0;
;20 - 24 anos;H;2021;216;1;49;2;10;37;127;8;31;2;0;25;4;0;
;;M;2021;202;0;20;0;4;16;114;3;65;2;0;50;13;0;
;25 - 29 anos;H;2021;175;1;52;1;8;43;73;8;41;0;0;21;20;0;
;;M;2021;179;1;16;0;6;10;78;6;78;1;0;43;33;1;
;30 - 34 anos;H;2021;181;1;75;2;8;65;57;10;38;1;0;23;13;1;
;;M;2021;236;1;36;1;3;32;67;10;122;1;0;87;33;1;
;35 - 39 anos;H;2021;294;3;107;8;19;80;84;15;85;2;3;51;29;0;
;;M;2021;287;2;64;1;9;54;88;9;124;0;4;89;28;3;
;40 - 44 anos;H;2021;326;3;148;14;43;91;91;7;77;1;4;53;16;3;
;;M;2021;370;5;100;9;29;62;118;8;139;0;7;110;20;2;
;45 - 49 anos;H;2021;348;9;165;29;71;65;95;11;68;0;9;43;12;4;
;;M;2021;364;4;146;29;49;68;102;7;105;0;8;83;11;3;
;50 - 54 anos;H;2021;300;2;196;47;93;56;58;4;40;0;7;27;5;1;
;;M;2021;251;2;140;51;39;50;54;3;52;0;8;40;4;0;
;55 - 59 anos;H;2021;223;7;160;71;49;40;29;0;27;0;4;14;6;3;
;;M;2021;249;5;154;76;38;40;44;0;46;0;1;34;9;2;
;60 - 64 anos;H;2021;218;13;146;84;34;28;41;0;18;0;4;7;6;1;
;;M;2021;201;7;143;88;26;29;25;0;26;0;1;19;5;1;
;65 - 69 anos;H;2021;156;4;107;90;7;10;24;0;21;0;2;12;5;2;
;;M;2021;163;6;127;106;8;13;16;0;14;0;2;11;1;0;
;70 - 74 anos;H;2021;128;6;103;82;7;14;5;0;14;0;5;6;3;0;
;;M;2021;165;11;136;116;8;12;10;0;8;0;4;4;0;0;
;75 ou mais anos;H;2021;217;36;158;133;8;17;13;0;10;0;2;7;1;0;
;;M;2021;289;78;195;176;11;8;8;0;8;0;1;6;1;0;
